datetime,logged_food,calorie,total_carb,dietary_fiber,sugar,protein,total_fat
2020-01-03 13:30:00,2.0 oranges (CaraCara) fresh orange juice,140.0,42.0,14.0,28.0,2.0,0.0
2020-01-03 17:30:00,"1.0 beer, duck soup with dumpling",282.0,36.0,2.0,7.5,8.6,1.2
2020-01-03 19:00:00,"0.5 egg, 5.0 potato chip, ice cream",756.0,76.2,3.5,28.4,13.1,45.9
2020-01-03 22:35:00,ice cream sandwich,284.0,45.0,0.0,22.0,5.1,10.0
2020-01-04 09:00:00,Frosted Flake,280.0,56.5,1.0,24.0,8.0,2.5
2020-01-04 09:11:00,Decaf Latte,189.0,19.0,0.0,19.0,12.0,7.4
2020-01-04 12:59:00,5.3 ounce greek yogurt,532.0,32.0,0.0,29.0,92.0,3.5
2020-01-04 13:09:00,Arkansas black apple,100.0,25.0,4.4,19.0,0.5,0.3
2020-01-04 13:11:00,0.5 ham and turkey sandwich,550.0,39.0,3.3,7.0,32.0,30.0
2020-01-04 14:12:00,cheese crackers,303.0,37.0,1.4,2.8,6.8,14.0
2020-01-04 14:23:00,decaf latte,189.0,19.0,0.0,19.0,12.0,7.4
2020-01-04 18:13:00,9.0 Mixed Nuts,153.0,6.5,2.3,1.2,4.4,13.0
2020-01-04 19:00:00,"pasta salad with vegetables, salad dressing, 1.0 egg",608.0,37.2,3.1,4.6,18.7,41.8
2020-01-04 19:24:00,2.0 toffee,134.0,16.0,0.0,15.0,0.3,7.9
2020-01-04 21:16:00,1.0 cup ice cream,273.0,31.0,0.9,28.0,4.6,15.0
2020-01-04 21:25:00,6.0 cookie,886.0,118.0,3.6,59.0,9.2,44.0
2020-01-05 11:59:00,"0.75 cup oatmeal, 1.5 teaspoon maple syrup",151.0,27.7,3.0,6.5,4.5,2.7
2020-01-05 12:08:00,"tea with milk, 1.0 teaspoon Honey",83.0,11.0,0.0,10.8,3.1,3.2
2020-01-05 14:30:00,0.5 turkey and brie sandwich,287.0,20.5,2.4,5.0,16.0,15.5
2020-01-05 14:38:00,5.0 Mixed Nuts,85.0,3.6,1.3,0.7,2.4,7.2
2020-01-05 14:45:00,decaf latte,189.0,19.0,0.0,19.0,12.0,7.4
2020-01-05 18:19:00,soda,155.0,38.0,0.0,37.0,0.0,0.0
2020-01-05 19:45:00,"lamb, 1.0 small sweet potato, 1.0 beet",326.0,17.0,3.0,7.9,23.0,18.2
2020-01-05 20:20:00,"tea, 1.0 teaspoon Honey",23.4,6.5,0.0,5.8,0.0,0.0
2020-01-05 20:40:00,8.0 cookie,1181.3,157.3,4.8,78.7,12.3,58.7
2020-01-06 09:30:00,Boost,654.0,82.0,5.6,40.0,26.0,26.0
